ID	Feed	SiteSection	Title	Description
httpswwwreuterscomarticleususacourtsudansupremecourtturnsawayfamiliesofdeadusscolesailorsinsudansuitidUSKCN1RD2GZfeedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Supreme Court turns away families of dead USS Cole sailors in Sudan suit	The Supreme Court on Monday turned away a bid by family members of 17 U.S. sailors killed in the 2000 al Qaeda bombing of the Navy destroyer USS Cole to collect some $35 million in damages from Sudan for its alleged role in the attack, six days after also ruling against Americans injured in the attack
httpswwwreuterscomarticleususacourtplannedparenthoodsupremecourtrebuffsantiabortionactivistsinplannedparenthoodsuitidUSKCN1RD2G8feedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Supreme Court rebuffs anti-abortion activists in Planned Parenthood suit	The U.S. Supreme Court on Monday rejected a bid by anti-abortion activists to narrow a Planned Parenthood lawsuit accusing them of illegally recording video of abortion providers to try to falsely show the illicit sale of aborted fetal tissue for profit
httpswwwreuterscomarticlesaudiaramcoratingsupdate4aramcos10blnplusbondplanshowsprofitsputtopearnerappleinshadeidUSL8N21J07MfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	UPDATE 4-Aramco's $10 bln-plus bond plan shows profits put top earner Apple in shade	* Secretive state-owned firm forced to open books for bond
dea
httpswwwreuterscomarticleususatrumpclearanceshousecommitteechairmanwarnsofsubpoenasinwhitehousesecurityclearanceprobeidUSKCN1RD2HUfeedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	House committee chairman warns of subpoenas in White House security clearance probe	U.S. House Oversight Committee Chairman Elijah Cummings on Monday threatened to begin subpoenaing current and former White House officials as part of his panel's investigation of security clearances issued under President Donald Trump, including that of his son-in-law Jared Kushner
https:www.foxnews.comworldbangladesh-former-pm-zia-sent-to-hospital-from-prison	FOX		Bangladesh former PM Zia sent to hospital from prison	An official says Bangladesh opposition leader and former Prime Minister Khaleda Zia is being treated in a state hospital after being taken there from the centuries-old jail where she has been imprisoned since a corruption conviction
https:www.foxnews.comworldtrolleybus-tram-collision-injures-dozens-czech-city-of-brno	FOX		Trolleybus-tram collision injures dozens Czech city of Brno	Authorities say a head-on collision between a streetcar and a trolleybus in the Czech Republic's second-largest city has injured up to 40 people
httpswwwreuterscomarticleususacourtexecutionsupremecourtrulesagainstmissourimurdererindeathpenaltycaseidUSKCN1RD2J5feedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Supreme Court rules against Missouri murderer in death penalty case	The U.S. Supreme Court on Monday denied a Missouri murderer a chance to avoid execution by lethal injection after his lawyers argued that the procedure might inflict undue agony because of a rare medical condition in an unusual case concerning which method should be used to impose the death penalty
httpswwwreuterscomarticleussaudiaramcofitcharamcos10billionplusbondplanshowsprofitsputtopearnerappleinshadeidUSKCN1RD15EfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Aramco's $10 billion-plus bond plan shows profits put top earner Apple in shade	Saudi Aramco, the world's biggest oil producer, made core earnings of $224 billion last year, almost three times as much as Apple, figures from the state-owned company showed on Monday ahead of its debut international bond issue
https:www.usatoday.comstorytechreviewedcom20190401lilly-pulitzer-having-huge-sale-swell-water-bottles3309619002	USAToday	topstories	Lilly Pulitzer is having a huge sale on their popular S&apos;well water bottles	Get two of the best water bottles in the best patterns and save 50%
https:www.usatoday.comvideostravel20190401least-5-airlines-experiencing-system-wide-outages-passengers-stuck3330154002	USAToday	newstopstories	At least 5 airlines experiencing system-wide outages leaving passengers scrambling	Big trouble for multiple airlines...system-wide outages across the country. Veuer&apos;s Nick Cardona has that story
https:www.usatoday.comstorysportsgolf20190401sutherland-finally-makes-birdie-to-win-playoff39284195	USAToday	newstopstories	Sutherland finally makes birdie to win playoff	Sutherland finally wins against on PGA Tour Champions after extra holes and extra day
httpswwwcnncomstylearticlenasa3dprintedhabitatchallengeindexhtml	CNN	le	NASA announces top three designs for homes on Mars	NASA has taken another step to make interplanetary living a reality, naming the top three finalists for its ongoing 3D-Printed Habitat Challenge last Thursday
httpswwwcnncom20190401techairbnboyoindiahotelstartupindexhtml	CNN	tech	Airbnb invests in India's biggest hotel company	Airbnb did not disclose how much it was investing in OYO, which aims to be the world's biggest hotel chain by 2023
httpswwwcnncom20190401techlyftfallsbelowipopriceindexhtml	CNN	tech	Lyft falls below IPO price on second day of trading	Lyft fell below its IPO price on its second day of trading
https:www.usatoday.comstorymoney20190401customers-reportedly-dont-want-walgreens-stop-selling-tobacco3329621002	USAToday	topstories	Why is Walgreens still selling tobacco products? Because people want to smoke	Despite pressure from the FDA and some investors, Walgreens says its still going to sell tobacco products, but make them less visible
httpswwwreuterscomarticleususaimmigrationmexicomexicotohelpregulatemigrationcausesmustbetackledpresidentidUSKCN1RD2ITfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Mexico to help regulate migration, causes must be tackled: president	Mexico will help to regulate the flow of Central American migrants passing through its territory, but the root causes behind the phenomenon must be tackled, Mexican President Andres Manuel Lopez Obrador said on Monday
https:www.foxnews.comusofficial-trump-team-overruled-25-security-clearance-denials	FOX		Official: Trump team overruled 25 security clearance denials	A career official in the White House security office says dozens of people in President Donald Trump's administration were granted security clearances despite "disqualifying issues" in their backgrounds including concerns about foreign influence, drug use and criminal conduct
https:www.foxnews.comussurvey-us-manufacturing-activity-increased-in-march	FOX		Survey: US manufacturing activity increased in March	U.S. manufacturers grew at a faster pace in March, as the pace of employment jumped and new orders and production improved
https:www.foxnews.comusus-construction-spending-up-strong-1-percent-in-january	FOX		US construction spending up strong 1 percent in January	U.S. construction spending rose a solid 1 percent in February, led by a strong gain in spending on government projects, which hit an all-time high
https:www.usatoday.comvideosnewsnation20190401day-1-april-19843330153002	USAToday	topstories	On This Day 1 April 1984	Marvin Gaye was murdered and his father taken into custod
httpswwwreuterscomarticlecanadastockscanadastockschinadatahelpstsxkickoffsecondquarteronupbeatnoteidUSL3N21J3I7feedTypeRSS&feedNamecompanyNews	Reuters	companyNews	CANADA STOCKS-China data helps TSX kick off second quarter on upbeat note	Canada's main stock index advanced in a
broad-based rally on Monday, as a surprise recovery in China's
factory activity spurred demand for equities globally
httpswwwreuterscomarticleuseuropemoneylaunderingswedbankfsaswedishfsasaysswedbanksituationnothreattofinancialstabilityidUSKCN1RD2KMfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Swedish FSA says Swedbank situation no threat to financial stability	Swedbank's recent problems with alleged money-laundering has affected trust in the bank, but the situation does not pose a problem to financial stability, the Swedish Financial Supervisory Authority (FSA) said on Monday
httpswwwreuterscomarticleususaeconomyconstructionusconstructionspendingrisestoaninemonthhighinfebruaryidUSKCN1RD2IVfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	U.S. construction spending rises to a nine-month high in February	U.S. construction spending increased for a third straight month in February, boosted by gains in both private and public construction projects, offering some good news on the economy following a string of weak reports
httpswwwreuterscomarticleususaeconomyismusmanufacturingreboundsinmarchismidUSKCN1RD2JHfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	U.S. manufacturing rebounds in March - ISM	U.S. manufacturing activity rebounded a bit more than expected in March, according to an industry report released on Monday, as production, new orders and hiring all picked up
httpswwwreuterscomarticleususaeconomyinventoriesusbusinessinventoriesrisemorethanexpectedinjanuaryidUSKCN1RD2JCfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	U.S. business inventories rise more than expected in January	U.S. business inventories increased more than expected in January as sales rose moderately, and businesses were taking the longest time in nearly 1-1/2 years to clear shelves, a sign of slowing demand
httpswwwcnncom20190401politicssupremecourtdeathpenaltybucklewindexhtml	CNN	politics	Supreme Court rules against death row inmate with rare disease	The Supreme Court on Monday ruled in a 5-4 decision against a death row inmate in Missouri who claimed that his execution by lethal injection would cause him "severe harm and suffering" because he suffers from a rare disease
httpswwwcnncom20190325businessnikemichaeljordanjumpmanlogolawsuitindexhtml	CNN	business	Nike triumphs in Michael Jordan Jumpman logo lawsuit	Nike has prevailed in a lawsuit over the "Jumpman" logo for its Air Jordan brand
https:www.foxnews.comusflorida-man-was-high-on-adult-themed-nitrous-oxide-in-deadly-crash-prosecutors-say	FOX		Florida man was high on adult-themed nitrous oxide during deadly crash, prosecutors say	A Florida man charged with DUI manslaughter in the July 2018 death of a real estate attorney was allegedly high on nitrous oxide when he hit the man with his vehicle, prosecutors said Wednesday
https:www.foxnews.comusus-nigeria-other-countries-train-navies-in-gulf-of-guinea	FOX		US, Nigeria, other countries train navies in Gulf of Guinea	The United States Navy and 33 other countries recently carried out weeks of maritime training in the Gulf of Guinea, to improve safety against pirates and to improve the monitoring of the West Africa coastline
https:www.usatoday.comvideosnewsnation20190401turning-70-natos-head-address-us-congress3330235002	USAToday	topstories	Turning 70, NATO&apos;s head to address US Congress	NATO Secretary-General Jens Stoltenberg visits Washington this week as the military alliance marks its 70th anniversary.  He&apos;ll have face to face meeting with one of the defense pact&apos;s biggest critics, President Donald Trump. (April 1
https:www.usatoday.comvideosnewsworld20190401mussolinis-granddaughter-starts-twitter-war-jim-carrey3330128002	USAToday	topstories	Mussolini"s granddaughter starts a Twitter war with Jim Carrey	World War II-era Italian dictator Benito Mussolini's granddaughter has lashed out at Jim Carrey
https:www.usatoday.comstorynewsnation20190401new-jersey-forest-fire-contained3330183002	USAToday	topstories	New Jersey forest fire 100 percent contained, crews still monitoring fire	Fire officials say the fire, which began over the weekend, in Penn State Forest is 100 percent contained. There was no injuries or property damage
https:www.usatoday.comvideoslife20190401day-1-april-19843330155002	USAToday	newstopstories	On This Day 1 April 1984	Marvin Gaye was murdered and his father taken into custod
httpswwwreuterscomarticleusimpossiblefoodsceoburgerimpossiblemeatlesspattygetsburgerkingwhoppertestidUSKCN1RD1WOfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	'Impossible' meatless patty gets Burger King Whopper test	Vegetarian burgers may finally be getting the recognition they need to go mainstream. On Monday Burger King and Silicon Valley startup Impossible Foods announced the rollout of the Impossible Whopper in 59 stores in and around St. Louis, Missouri
httpswwwreuterscomarticleusnissanghosnrenaultomanexclusiveexclusiverenaultalertsprosecutorsoveromandealerpaymentsunderghosnidUSKCN1RD2KVfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Exclusive: Renault alerts prosecutors over Oman dealer payments under Ghosn	Renault has alerted French prosecutors after uncovering suspect payments to a Renault-Nissan business partner in Oman under former Chief Executive Carlos Ghosn, two sources told Reuters on Monday
https:www.foxnews.compoliticstrump-team-overruled-25-security-clearance-denials-official	FOX		Trump team overruled 25 security clearance denials: Official	WASHINGTON-- A career official in the White House security office says dozens of people in President Donald Trump's administration were granted security clearances despite "disqualifying issues" in their backgrounds including concerns about foreign influence, drug use and criminal conduct
httpswwwcnncom20190401usboyautismskateboardbirthdaytrndindexhtml	CNN	us	A group of teens taught a 5-year-old boy with autism how to ride a skateboard on his birthday	The boy's mother took him to a skate park in New Jersey and was pleasantly surprised when a group of older boys showed up and began to teach him how to use a mini skateboard. "The kids went above and beyond," she said
https:www.usatoday.comstorysportsnba20190401nipsey-hussle-death-leaves-nba-world-shocked-mourning3329978002	USAToday	newstopstories	NBA world mourns death of rapper, activist Nipsey Hussle	Nipsey Hussle was shot and killed in his native Los Angeles on Sunday, and his death sent shock waves throughout the NBA world
https:www.usatoday.comvideosnewshealth20190401science-says-your-debt-affecting-how-your-mind-works3330356002	USAToday	topstories	Science says your debt is affecting how your mind works	The burden of debt is affecting people&rsquo;s ability to think clearly and make better decisions. Buzz60&apos;s Maria Mercedes Galuppo has more
httpswwwreuterscomarticleusvenezuelapoliticsvenezuelansplanprotestsoverpowerandwaterasrationingloomsidUSKCN1RD2KIfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Venezuelans plan protests over power and water as rationing looms	Venezuelans on Monday prepared to hold protests over continued shortages of power and water following angry demonstrations as the government of President Nicolas Maduro appeared prepared to begin a rationing program
httpswwwcnncomvideosworld20190401venezuelahospitalspediatricwardsnewtonnewsroomvpxcnn	CNN	d	Hospital conditions so horrible that mom is scared to name baby	Venezuela's widespread power outages and lack of medical supplies has left hospitals depleted. CNN's Paula Newton visited a pediatric ward where physicians struggle to provide care for children
https:www.foxnews.comusdueling-rallies-over-kim-foxxs-handling-of-jussie-smollett-case-expected-in-chicago	FOX		Dueling rallies over Kim Foxx’s handling of Jussie Smollett case expected in Chicago	Dueling rallies -- in support of and in opposition to embattled Cook County State’s Attorney Kim Foxx -- are expected to take place in Chicago on Monday, as the fallout from last week's surprise dismissal of charges against “Empire” star Jussie Smollett continues to divide the public, police and political leaders
httpswwwreuterscomarticleusnorwayautosteslaboomliftsnorwayselectriccarsalestorecordmarketshareidUSKCN1RD2BBfeedTypeRSS&feedNametechnologyNews	Reuters	technologyNews	Tesla boom lifts Norway's electric car sales to record market share	Almost 60 percent of all new cars sold in Norway in March were fully electric, the Norwegian Road Federation (NRF) said on Monday, a global record as the country seeks to end fossil-fueled vehicles sales by 2025
httpswwwreuterscomarticleimpossiblefoodsceoburgerupdate1impossiblemeatlesspattygetsburgerkingwhoppertestidUSL1N21J0KRfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	UPDATE 1-'Impossible' meatless patty gets Burger King Whopper test	Vegetarian burgers may finally be
getting the recognition they need to go mainstream. On Monday
Burger King and Silicon Valley startup Impossible Foods
announced the rollout of the Impossible Whopper in 59 stores in
and around St. Louis, Missouri
httpswwwreuterscomarticleeuropemoneylaunderingswedbankfsaswedishfsasaysswedbanksituationnothreattofinancialstabilityidUSFWN21J0O7feedTypeRSS&feedNamecompanyNews	Reuters	companyNews	Swedish FSA says Swedbank situation no threat to financial stability	Swedbank's recent
problems with alleged money-laundering has affected trust in the
bank, but the situation does not pose a problem to financial
stability, the Swedish Financial Supervisory Authority (FSA)
said on Monday
httpswwwreuterscomarticleuslyftstockslyftslipsbelowipopriceonseconddayoftradingidUSKCN1RD2LGfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Lyft slips below IPO price on second day of trading	Shares of ride-hailing company Lyft Inc fell as much as 10.5 percent on Monday, below its initial public offering price of $72
httpswwwreuterscomarticleuseasyjetoutlookeasyjetsummercloudedbybrexitandeconomicweaknessidUSKCN1RD1HKfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	EasyJet summer clouded by Brexit and economic weakness	Budget airline EasyJet warned on Monday that European travelers were holding off booking their summer holidays for fear of how the Brexit process will end, weakening demand for tickets and prices
https:www.foxnews.compoliticspresident-trump-attacks-radical-democrats-says-census-meaningless-without-citizenship-question	FOX		Trump rips 'radical' Democrats, says census 'meaningless' without citizenship question	President Trump blasted "radical" Democrats who have pushed back against his administration's bid to include a citizenship question on the 2020 census
httpswwwreuterscomarticlestanchartsanctionsstanchartsaysusdeferredprosecutionagreementextendedby10daysidUSS8N20G03EfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	StanChart says U.S. deferred prosecution agreement extended by 10 days	Standard Chartered has
agreed a 10-day extension of its deferred prosecution agreement
with United States authorities over past Iranian sanctions
violations, the bank said on Monday
httpswwwcnncom20190401healthmeaslestotalcasesuscdcindexhtml	CNN	health	US measles cases in 2019 already at second highest since the disease was eliminated in 2000	A total of 387 individual cases of measles have been confirmed in 15 states from January 1 to March 28, 2019.  This is the second greatest number of cases reported in the US since measles was eliminated in 2000
https:www.usatoday.comstorysportsncaaw20190401wyoming-losses-in-wnit-quarterfinal39284393	USAToday	newstopstories	Wyoming losses in WNIT quarterfinal	Wyoming fell to Arizona 67-45 on Sunday in the quarterfinals of the WNIT at Tucso
httpswwwreuterscomarticleususastocksupbeatdatatradehopesliftwallstreetidUSKCN1RD26RfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Upbeat data, trade hopes lift Wall Street	Wall Street surged on Monday as upbeat manufacturing data out of the United States and China, as well as further hints of progress in U.S.-China trade talks helped extend last quarter's buoyant mood
httpswwwreuterscomarticleususaeconomyusretailsalesunexpectedlyfallaseconomyslowsidUSKCN1RD2CKfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	U.S. retail sales unexpectedly fall as economy slows	U.S. retail sales unexpectedly fell in February, the latest sign economic growth has shifted into low gear as stimulus from $1.5 trillion in tax cuts and increased government spending fades
https:www.foxnews.comsciencemysterious-4000-year-old-lost-city-discovered	FOX		Mysterious 4,000-year-old lost city discovered	A team of French archaeologists has located the remains of a lost ancient city in Iraqi Kurdistan
httpswwwreuterscomarticleuslyftstockslyftslipsbelowipopriceonseconddayoftradingidUSKCN1RD2LGfeedTypeRSS&feedNametechnologyNews	Reuters	technologyNews	Lyft slips below IPO price on second day of trading	Shares of ride-hailing company Lyft Inc fell as much as 10.5 percent on Monday, below its initial public offering price of $72
https:www.usatoday.comstorymoney20190401lyft-shares-fall-below-72-ipo-price-after-market-debut3330342002	USAToday	topstories	Need a Lyft? The stock price of ride-hailing company ends lower following last week&apos;s IPO	Here&apos;s how Lyft&apos;s stock is performing after the ride-sharing app&apos;s celebrated introduction to the Nasdaq on Friday
https:www.usatoday.comstorysportssoccer20190401pope-francis-says-soccer-star-lionel-messi-barcelona-is-not-god3330123002	USAToday	newstopstories	Pope Francis says Lionel Messi is a &apos;joy&apos; to watch, but &apos;he is not God&apos;	Pope Francis agrees that&nbsp;fellow Argentinian and soccer star Lionel Messi has heavenly ability on the pitch, but he won&apos;t refer to him as "God.
https:www.usatoday.comstorylife20190401r-kelly-sex-crimes-case-back-court-pretrial-motions3309483002	USAToday	newstopstories	R. Kelly sex-crimes case back in court; lawyers want to see correspondence with Avenatti	Lawyers in the R. Kelly sex-crimes case headed to court Monday to argue over pretrial motions, including Kelly&apos;s demand that prosecutors turn over copies of communications from Michael Avenatti, arrested himself last week on extortion charges
http:rssfeeds.usatoday.com~6002146860usatoday-newstopstories~Do-phone-sanitiziers-really-work	USAToday	newstopstories	Do phone sanitiziers really work?	A qualified yes
https:www.foxnews.comuskentucky-man-claims-employer-asked-him-to-undergo-exorcism-asked-invasive-questions-about-sex-lawsuit-says	FOX		Kentucky man says employer advised him to undergo exorcism, asked questions about sexual habits, lawsuit says	A Kentucky man who worked for a popular hotel chain says his employer punished him for not undergoing an exorcism and for refusing to answer questions about his religious beliefs and sexual tendencies, according to a lawsuit filed in March
https:www.foxnews.comscienceastronauts-help-discover-newfound-crustacean-during-cave-expedition	FOX		Astronauts help discover newfound crustacean during cave expedition	In training for exploration of the final frontier, astronauts have made a contribution to our understanding of life here on Earth
httpswwwreuterscomarticlebritaineuautosbmwsukminiplantshutsforfourweeksdespitebrexitdelayidUSL8N2172HIfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	BMW's UK Mini plant shuts for four weeks despite Brexit delay	BMW's Mini plant in
Britain closes for four weeks from Monday in a move planned over
a half year ago to help the company deal with any disruption
resulting from Brexit, which has since been delayed
httpswwwreuterscomarticleairlinesoutagesrptupdate2faasaysglitchfixedusairlinesbackupidUSL3N21J3MTfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	RPT-UPDATE 2-FAA says glitch fixed, U.S. airlines back up	U.S. airlines were back in operation on
Monday after a series of system-wide outages delayed flights and
fired-up customer complaints on social media
httpswwwreuterscomarticleairlinesoutagescorrectedupdate1usairlineshitbysystemwideoutagesidUSL3N21J2TWfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	CORRECTED-UPDATE 1-U.S. airlines hit by system-wide outages	U.S. airlines were hit by system-wide
computer outages on Monday related to problems with the Aerodata
planning weight and balance program, the Federal Aviation
Administration said
httpswwwreuterscomarticleusastocksusstocksupbeatdatatradehopesliftwallstreetidUSL3N21J3KLfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	US STOCKS-Upbeat data, trade hopes lift Wall Street	* Indexes up: Dow 0.77 pct, S&P 0.74 pct, Nasdaq 0.70 pct
(Updates to open
httpswwwreuterscomarticleusglobaloiloilpricesclimbassuppliestightendemandoutlookimprovesidUSKCN1RD118feedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Oil prices climb as supplies tighten, demand outlook improves	Oil climbed more than 1 percent with U.S. crude futures hitting a 2019 high on Monday after tight supply and positive signs for the global economy drove both benchmarks' largest first-quarter gains in nearly a decade
https:www.usatoday.comstorynewspolitics20190401supreme-court-wont-block-execution-despite-inmates-rare-condition-missouri-russell-bucklew3330362002	USAToday	topstories	Supreme Court refuses to block Missouri inmate&apos;s execution despite rare medical condition	A deeply divided Supreme Court ruled along ideological lines Monday that a Missouri inmate&apos;s rare medical condition isn&apos;t enough to stop his executio
https:www.usatoday.comvideostravel20190329whats-origin-april-fools-day3309227002	USAToday	newstopstories	What&apos;s the origin of April Fools&apos; Day?	The April 1 tradition of pranks has been observed for centuries across a variety of cultures but the true origins of April Fools&rsquo; Day is unknown
httpswwwreuterscomarticleususacourtexecutiondeathrowinmatesnotguaranteedapainlessdeathsupremecourtrulesidUSKCN1RD2J5feedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Death row inmates not guaranteed a 'painless death,' Supreme Court rules	The Supreme Court ruled on Monday that the U.S. Constitution does not guarantee a prisoner sentenced to capital punishment "a painless death," paving the way for the execution of a convicted murderer who sought to die by lethal gas rather than lethal injection because of a rare medical condition
httpswwwreuterscomarticleusminnesotapoliceformerminneapolispoliceofficerfacesmurdertrialforshootingaustralianwomanidUSKCN1RD2LYfeedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Former Minneapolis police officer faces murder trial for shooting Australian woman	The criminal trial of a former Minneapolis police officer charged with murdering an Australian national who reported a suspected sexual assault near her home was due to open with jury selection on Monday
httpswwwreuterscomarticleusturkeyelectionankaraballotboxesakpsankaracandidatesaystherearemistakesatthousandsofballotboxesidUSKCN1RD2MEfeedTypeRSS&feedNameworldNews	Reuters	worldNews	AKP's Ankara candidate says there are mistakes at thousands of ballot boxes	Turkish President Tayyip Erdogan's AK Party candidate for local elections in Ankara said on Monday that there were "very clear" mistakes at thousands of ballot boxes in the capital, after his opposition rival secured a win in the capital on Sunday
httpswwwcnncom20190401uscoastalstormeastcoastindexhtml	CNN	us	A strong storm will whip up the East Coast this week	A storm that's intensifying along the Southeast coast Monday will rapidly strengthen and move northward, delivering heavy bursts of rain, strong winds and dangerous rip currents up and down the East coast this week
https:www.foxnews.comsciencetiny-cubesats-could-do-big-science-at-the-moon-and-venus	FOX		Tiny cubesats could do big science at the Moon and Venus	CAMBRIDGE, Mass. — Good things come in small packages: Two proposed microsatellites could help NASA explore Venus and the moon
httpswwwreuterscomarticlestanchartsanctionsupdate1stanchartextendsusdeferredprosecutionagreementby10daysidUSL8N21J506feedTypeRSS&feedNamecompanyNews	Reuters	companyNews	UPDATE 1-StanChart extends U.S. deferred prosecution agreement by 10 days	* Lender originally settled in 2012 over Iran-linked
dealings
(Adds background
https:www.foxnews.comusthe-latest-ex-minneapolis-officer-silent-as-trial-opens	FOX		The Latest: Ex-Minneapolis officer silent as trial opens	The Latest on the trial of a Minneapolis police officer who fatally shot an unarmed Australian woman in 2017 (all times local): 9:40 a.m
httpswwwcnncom20190401worldwarmoceanskilldolphinsscnindexhtml	CNN	world	Warming oceans are killing dolphins, study shows	Dolphins may be in serious trouble as temperatures rise with global warming
httpswwwcnncom20190305politicsivankatrumpsecurityclearancepressureindexhtml	CNN	politics	President pressured staff to grant security clearance to Ivanka Trump	President Donald Trump pressured his then-chief of staff John Kelly and White House counsel Don McGahn to grant his daughter and senior adviser Ivanka Trump a security clearance against their recommendations, three people familiar with the matter told CNN
httpswwwcnncom20190308opinionsivankasecurityclearanceopiniondantonioindexhtml	CNN	opinions	Why Javanka's security clearances were vital to Trump	Why did Trump push for Ivanka Trump and Jared Kushner to get security clearance?  It's possible that he was simply being stubborn -- or perhaps he understood his own deficiencies, writes Michael D'Antoni
httpswwwreuterscomarticleususatrumpsubpoenashousejudiciarycommitteepoisedtosubpoenafullmuellerreportidUSKCN1RD2AHfeedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	House judiciary committee poised to subpoena full Mueller report	The Democratic-led U.S. House Judiciary Committee said it will vote on Wednesday on whether to authorize subpoenas to obtain Special Counsel Robert Mueller's full report investigating Russian meddling in the 2016 presidential election
httpswwwcnncom20190401politicshassettbordershutcostsindexhtml	CNN	politics	Trump closing the border could have 'catastrophic' results, one official warns	A top White House economic adviser declined to specify Monday what economic impacts the administration expects if President Donald Trump closes the US-Mexico border this week, as he has threatened to do
httpswwwcnncom20190401entertainmentsophieturnerkitharingtonmoneyindexhtml	CNN	entertainment	Sophie Turner is cool with Kit Harington making more money than she does	Sophie Turner has been an outspoken advocate for the #MeToo movement and pay equity for women
https:www.foxnews.comusminnesota-deputy-finds-pig-on-drivers-lap-after-report-of-swerving-vehicle	FOX		Minnesota deputy finds pig on driver's lap after report of swerving vehicle	A Minnesota sheriff’s office on Friday shared a strange encounter when they pulled over a motorist who was seen swerving on a highway
httpswwwreuterscomarticleemergingmarketslatamemergingmarketslatamstocksfxriseaschinadataliftsrisksentimentidUSL1N21J0MAfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	EMERGING MARKETS-Latam stocks, FX rise as China data lifts risk sentiment	Latin American stocks and currencies
firmed on Monday in a worldwide rally spurred by positive China
manufacturing data easing some fears about a broader slowdown in
global growth.
    Factory activity in China grew for the first time in four
months in March, data showed, stumping expectations and
suggesting that government stimulus measures may be starting to
take hold in the world's second largest economy.
    The United States and China, which is 
httpswwwreuterscomarticleususaimmigrationtrumpadministrationtohastenofficerdeploymenttousmexicoborderstatementidUSKCN1RD2N0feedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	Trump administration to hasten officer deployment to U.S.-Mexico border: statement	The Trump administration will speed up the deployment of hundreds of officers on the southern border of the United States and will expand a policy of returning return migrants seeking asylum to Mexico, Department of Homeland Security Secretary Kirstjen Nielsen said on Monday
httpswwwcnncom20190401politicspopefranciswallindexhtml	CNN	politics	Pope Francis: 'Those who build walls will become prisoners of the walls they put up'	Pope Francis on Sunday spoke out against governments that build walls to keep out migrants, reiterating his calls for a compassionate approach to migration
httpswwwcnncom20190401politicsbenraylujansenaterunnewmexicoindexhtml	CNN	politics	Top House Democrat Ben Ray Luján announces Senate campaign	Rep. Ben Ray Luján, the fourth-ranking House Democrat, announced on Monday a campaign for the open US Senate seat in New Mexico
httpswwwreuterscomarticleusbritaineuvoteunlikelytherewillbeavoteonpmmaysbrexitdealontuesdayukgovernmentsourceidUSKCN1RD2O0feedTypeRSS&feedNameworldNews	Reuters	worldNews	Unlikely there will be a vote on PM May's Brexit deal on Tuesday: UK government source	It is unlikely British Prime Minister Theresa May will hold a so-called meaningful vote on her Brexit deal on Tuesday, a government source said
httpswwwreuterscomarticleusbritaineudraxukconservativelawmakerpmmaymustpromiseapril12brexitorresignidUSKCN1RD2MCfeedTypeRSS&feedNameworldNews	Reuters	worldNews	UK Conservative lawmaker: PM May must promise April 12 Brexit or resign	Conservative lawmaker Richard Drax said on Monday that British Prime Minister Theresa May must commit to deliver Brexit on April 12 or resign immediately
httpswwwreuterscomarticleusglobalmarketsstocksrallyonchinasfactoryreboundtradehopesidUSKCN1RD10AfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Stocks rally on China's factory rebound, trade hopes	Global stocks rallied on Monday, building on gains from their best quarter since 2010, as investors cheered upbeat factory activity data in China and the United States and signs of progress on the U.S.-China trade front
https:www.usatoday.comvideosnewspolitics20190401fox-news-apologetic-graphic-3-mexican-countries3330622002	USAToday	topstories	Fox News apologizes for graphic: &apos;3 Mexican countries&apos;	Fox News apologized for a mistake in a "Fox & Friends" graphic that read "3 Mexican countries" in reference to El Salvador, Guatemala and Honduras
https:www.usatoday.comstorynewsnation20190401american-legion-post-inside-prison3330401002	USAToday	topstories	It&apos;s an American Legion Post like any other. Except it&apos;s in a maximum-security prison	American Legion Post 608 is&nbsp;inside the&nbsp;maximum-security&nbsp;Pendlelton Correctional Facility providing a respite and brotherhood away from the facility
