ID	Feed	SiteSection	Title	Description
https:www.usatoday.comstorysportsnascar20190401austin-wayne-self-truck-series-suspended-substance-abuse3337489002	USAToday	newstopstories	NASCAR suspends Truck Series driver Austin Wayne Self for substance abuse violation	Austin Wayne Self, 23, will have to participate in the NASCAR Road to Recovery program before being reinstated
https:www.foxnews.comusnorth-carolina-man-recently-diagnosed-with-stage-4-cancer-wins-250000-lottery	FOX	us	North Carolina man, recently diagnosed with stage 4 cancer, wins $250,000 lottery prize	After learning that he was diagnosed with cancer, a North Carolina man received a bit of good news — that he'd won a quarter of a million dollars in a lottery scratch-off.
httpswwwreuterscomarticleusvenezuelamigrationperuprosecutorsinperuprobemayorfordiscriminationagainstvenezuelansidUSKCN1RE02KfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Prosecutors in Peru probe mayor for discrimination against Venezuelans	Prosecutors in Peru have opened a preliminary probe into the mayor of an Andean city who promised to "free" his city of Venezuelan immigrants and force companies to hire more locals, the attorney general's office said on Monday
https:www.usatoday.comstorysportsncaab20190401usc-adds-graduate-transfer-adlesh-to-roster-for-2019-2039286847	USAToday	newstopstories	USC adds graduate transfer Adlesh to roster for 2019-20	Southern California has added guard Quinton Adlesh to its basketball roster for the 2019-20 seaso
httpswwwcnncom20190401politicscarlklinehouseoversightindexhtml	CNN	politics	Ex-White House official willing to be interviewed by House Oversight Committee, asks to not be subpoenaed	An attorney for former White House official Carl Kline has written to House Oversight and Reform Chairman Elijah Cummings saying Kline is willing to be interviewed by the committee for an investigation into the White House security clearance process, asking that he not be subpoenaed
httpswwwreuterscomarticleususaimmigrationtrumpadministrationstepsupefforttoreturnasylumseekerstomexicoidUSKCN1RD2N0feedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	Trump administration steps up effort to return asylum seekers to Mexico	The Trump administration is intensifying measures to curb the flow of Central American asylum seekers crossing into the United States from Mexico, officials said on Monday, including sending more people back to Mexico to wait for their asylum claims to be heard by U.S. courts
https:www.foxnews.compoliticstrump-makes-april-first-step-act-month-aiming-boost-prisoner-rehabilitation-efforts	FOX	politics	Trump makes April First Step Act Month, aiming to boost prisoner rehabilitation efforts	President Donald Trump says he wants to follow up on criminal justice reform with efforts that help federal inmates find jobs after they leave prison.
httpswwwreuterscomarticleususaimmigrationaidofficialspuzzleoverusaidcutstocentralamericaidUSKCN1RE02MfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Officials puzzle over U.S. aid cuts to Central America	People inside and outside the Trump administration scrambled on Monday to figure out what aid it plans to cut from three Central American nations and how that is a good idea given that much of the money aims to curb migration
httpswwwreuterscomarticleusvenezuelapoliticsvenezuelasmaduroreplaceselectricityministeramidblackoutsidUSKCN1RD2KIfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Venezuela's Maduro replaces electricity minister amid blackouts	Venezuelan President Nicolas Maduro replaced his electricity minister on Monday in a move to address a series of blackouts plaguing the country, while opposition leader Juan Guaido called on supporters to continue taking to the streets
https:www.usatoday.comstorynews20190401baltimore-mayor-catherine-pugh-takes-leave-amid-book-scandal3337223002	USAToday	newstopstories	Facing calls to resign, Baltimore mayor Catherine Pugh takes leave amid &apos;Healthy Holly&apos; book scandal	As state leaders&nbsp;call for Baltimore&apos;s&nbsp;mayor to resign for a scandal, Catherine Pugh&nbsp;announced Monday she is taking an indefinite leave of absence
https:www.usatoday.comstorysportsmlb20190401mariners-get-connor-sadzeck-from-rangers-for-minor-leaguer39286849	USAToday	newstopstories	Mariners get Connor Sadzeck from Rangers for minor leaguer	The Seattle Mariners have acquired hard-throwing right-hander Connor Sadzeck from the Texas Rangers for minor league pitcher Grant Anderso
https:www.usatoday.comstorysportsmlb20190401indians-walk-their-way-to-5-3-win-over-white-sox-in-opener39286727	USAToday	newstopstories	Indians walk their way to 5-3 win over White Sox in opener	Roberto Perez drew a bases-loaded walk on four pitches from Dylan Covey in the eighth inning as the Cleveland Indians rallied for a chilly 5-3 win in their home opener over the Chicago White So
httpswwwreuterscomarticleususaimmigrationaidofficialspuzzleoverusaidcutstocentralamericaidUSKCN1RE02MfeedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Officials puzzle over U.S. aid cuts to Central America	People inside and outside the Trump administration scrambled on Monday to figure out what aid it plans to cut from three Central American nations and how that is a good idea given that much of the money aims to curb migration
httpswwwreuterscomarticleususaimmigrationaidofficialspuzzleoverusaidcutstocentralamericaidUSKCN1RE02MfeedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	Officials puzzle over U.S. aid cuts to Central America	People inside and outside the Trump administration scrambled on Monday to figure out what aid it plans to cut from three Central American nations and how that is a good idea given that much of the money aims to curb migration
https:www.foxnews.compoliticsjared-kushner-trump-threat-to-close-border-is-move-to-pressure-everybody	FOX	politics	Jared Kushner: Trump's threat to close border is move 'to pressure everybody'	Jared Kushner, President Trump's senior adviser and son-in-law, told Fox News' "The Ingraham Angle" on Monday that the president's threats to close the U.S.-Mexico border are a way "to pressure everybody" into taking action to limit illegal immigration.
httpswwwreuterscomarticleusnorthdakotacrimefourdeadinmultiplehomicideatnorthdakotabusinessidUSKCN1RE03AfeedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Four dead in 'multiple homicide' at North Dakota business	Four people were found dead on Monday after a "multiple homicide" at a North Dakota property management business, police said
httpswwwreuterscomarticleusglobalmarketsasiansharesrisetosevenmonthhighonuschinamanufacturingreboundidUSKCN1RE03EfeedTypeRSS&feedNamebusinessNews	Reuters	businessNews	Asian shares rise to seven-month high on U.S., China manufacturing rebound	Asia shares extended their rally on Tuesday as factory activity surveys from China and the United States boosted investor confidence, triggering the largest one-day sell-off in the U.S. Treasury market in nearly three months
https:www.usatoday.comstorylifepeople20190401april-fools-day-justin-bieber-slammed-fake-pregnancy-post3337674002	USAToday	newstopstories	Justin Bieber slammed for &apos;insensitive&apos; fake pregnancy post on April Fools&apos; Day	A lot of social media users aren&apos;t finding Justin Bieber&apos;s April Fools&apos; joke funny, slamming the pop star for his insensitivity to couples who struggle to conceive or have lost children
https:www.usatoday.comstorysportsncaaw20190401top-seed-baylor-routs-iowa-85-53-to-cruise-to-final-four39286877	USAToday	newstopstories	Top-seed Baylor routs Iowa 85-53 to cruise to Final Four	Lauren Cox had 22 points and 11 rebounds, and Baylor earned its first Final Four berth since 2012 by beating Iowa 85-53 in the Greensboro Regional fina
https:www.usatoday.comstoryopinion20190401affordable-care-act-under-threat-trump-administration-talker3330614002	USAToday	newstopstories	Obamacare is under threat, lives are at stake: Today&apos;s talkers	&apos;Is this what MAGA&nbsp;looks like? Having people choose between paying rent or buying critical medication that keeps them alive?&apos; asks Frederick Isasi
https:www.usatoday.compicture-gallerylifepeople201901032019-stars-celebrities-weve-lost-entertainment-industry2467952002	USAToday	newstopstories	Passages 2019: Those we lost in  entertainment	2019 stars we&apos;ve lost in the entertainment industry this yea
https:www.usatoday.compicture-gallerytraveldestinations20190211rick-steves-european-favorites2837230002	USAToday	newstopstories	Rick Steves&apos; European favorites	Rick Steves shares his candid opinions on the best and worst destinations in Europe
httpswwwreuterscomarticlebritainpressftpressdigestfinancialtimesapril2idUSL3N21K02ZfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	PRESS DIGEST- Financial Times - April 2	The following are the top stories in the
Financial Times. Reuters has not verified these stories and does
not vouch for their accuracy
httpswwwreuterscomarticleglobalmarketsglobalmarketsasiansharesriseto7monthhighonuschinamanufacturingreboundidUSL3N21J4X3feedTypeRSS&feedNamecompanyNews	Reuters	companyNews	GLOBAL MARKETS-Asian shares rise to 7-month high on U.S., China manufacturing rebound	* Investors cheer U.S. March manufacturing activity
improvemen
httpswwwcnncom20190401politicsnielsenleavingsouthernbordersituationindexhtml	CNN	politics	Nielsen leaving overseas meetings, bowing out of G7 to deal with southern border situation	Homeland Security Secretary Kirstjen Nielsen is leaving bilateral security meetings with European officials early -- and bowing out of the G7 Interior Ministers' Meeting in Paris -- to head back to Washington to continue managing the situation at the southern border, according to a Department of Homeland Security official
httpswwwreuterscomarticleusmexicousaimmigrationuslawmakerinvitesmexicopresidenttocongressaftermigrationtalksidUSKCN1RE03PfeedTypeRSS&feedNameworldNews	Reuters	worldNews	U.S. lawmaker invites Mexico president to Congress after migration talks	U.S. Representative Eliot Engel invited Mexican President Andres Manuel Lopez Obrador on Monday to visit the House Foreign Affairs Committee in Washington, following a meeting with him and other lawmakers in Mexico City
https:www.usatoday.comstorytravel20190401free-wildflower-tours-near-joshua-tree-national-park-held-april3337162002	USAToday	newstopstories	Free wildflower tours held near Joshua Tree National Park in April	Sky&apos;s The Limit Observatory and Nature Center in Twentynine Palms is hosting free wildflower nature walks
https:www.foxnews.comworldanalysis-thai-polls-show-divisions-and-instability-remain	FOX	world	Analysis: Thai polls show divisions and instability remain	Thailand's junta leader looks set to return as prime minister after a general election stacked heavily in his favor, but the process reveals that more than a decade's polarization in Thai politics is as strong as ever.
httpswwwreuterscomarticlebritainpressbusinesspressdigestbritishbusinessapril2idUSL8N21K04QfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	PRESS DIGEST- British Business - April 2	The following are the top stories on the
business pages of British newspapers. Reuters has not verified
these stories and does not vouch for their accuracy
httpswwwreuterscomarticleusmexicousaimmigrationuslawmakerinvitesmexicopresidenttocongressaftermigrationtalksidUSKCN1RE03PfeedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	U.S. lawmaker invites Mexico president to Congress after migration talks	U.S. Representative Eliot Engel invited Mexican President Andres Manuel Lopez Obrador on Monday to visit the House Foreign Affairs Committee in Washington, following a meeting with him and other lawmakers in Mexico City
httpswwwcnncomvideospolitics20190401bordercrisisnoaidnortherntriangleguatemalahonduraselsalvadortrumpadministrationcooperkthac360vpxcnn	CNN	tics	Anderson Cooper delves into Trump's 180 on aid to Central America	Just a week after Department of Homeland Security Secretary Kirstjen Nielsen signed a historic deal with Central America to confront the US border crisis, President Donald Trump announced he is suspending aid to Guatemala, Honduras and El Salvador. CNN's Anderson Cooper delves into, what he calls, the "dubious reasons" behind the President's shift
https:www.usatoday.comvideoslife20190401winona-ryder-confirms-beetlejuice-231476311	USAToday	newstopstories	Winona Ryder confirms &apos;Beetlejuice 2&apos;	On "Late Night With Seth Meyers," guest Winona Ryder confirmed a sequel to 1988&apos;s "Beetlejuice" is in the works
httpswwwreuterscomarticleususatradechinafentanyluswelcomeschinasexpandedclampdownonfentanylidUSKCN1RD137feedTypeRSS&feedNametopNews	Reuters	topNews	U.S. welcomes China's expanded clampdown on fentanyl	Washington welcomed China's move on Monday to expand the range of fentanyl-related substances it defines as controlled narcotics, after criticism from President Donald Trump for allowing the synthetic opioid to be shipped to the United States
https:www.foxnews.comusman-found-guilty-of-murdering-nyc-jogger-karina-vetrano	FOX	us	Man found guilty of murdering NYC jogger Karina Vetrano	The man accused of murder Karina Vetrano, a New York City jogger, was found guilty Monday night at his retrial.
httpswwwreuterscomarticleususaelectionfundraisingdemocratichopefulharrisraises12millionbuttigiegpullsin7millionidUSKCN1RD2BKfeedTypeRSS&feedNametopNews	Reuters	topNews	Democratic hopeful Harris raises $12 million, Buttigieg pulls in $7 million	Candidates vying for the Democratic nomination to be U.S. president began on Monday to disclose how much cash they were able to raise in the first quarter of the year - an early test of their ability to organize and build support
https:www.foxnews.comuspolice-officer-shot-in-suburban-atlanta-suspect-dead	FOX	us	Police officer shot in suburban Atlanta; suspect dead	A police officer in suburban Atlanta has been shot and the suspect is dead.
httpswwwreuterscomarticleuscoloradoguncontrolcoloradopassesbilltoseizegunsfrompeopledeemedthreattoselfothersidUSKCN1RD3E2feedTypeRSS&feedNametopNews	Reuters	topNews	Colorado passes bill to seize guns from people deemed threat to self, others	The Colorado legislature on Monday passed a "red flag" bill that would allow those deemed a threat to have their firearms seized, despite opposition by most of the state’s sheriffs and threats of legal challenges
httpswwwreuterscomarticleususaelectionbidensecondwomansaysexvpbidentouchedherinappropriatelyidUSKCN1RD3CTfeedTypeRSS&feedNametopNews	Reuters	topNews	Second woman says ex-VP Biden touched her inappropriately	A Connecticut woman said Joe Biden touched her inappropriately and rubbed noses with her at a 2009 political fundraiser, becoming the second person in three days to accuse the former vice president of unwanted physical contact as he considers a White House run
httpswwwreuterscomarticleuspeoplejussiesmollettprotestschicagopolicecallforstatesattorneytoresigninsmollettcontroversyidUSKCN1RD3CLfeedTypeRSS&feedNametopNews	Reuters	topNews	Chicago police call for state's attorney to resign in Smollett controversy	Protesting Chicago police officers on Monday called for Cook County State’s Attorney Kim Foxx to resign after her office dropped felony charges against actor Jussie Smollett last week related to allegations that he staged a phony hate crime
httpswwwreuterscomarticleusglobalmarketsasiansharesrisetosevenmonthhighonuschinamanufacturingreboundidUSKCN1RE03EfeedTypeRSS&feedNametopNews	Reuters	topNews	Asian shares rise to seven-month high on U.S., China manufacturing rebound	Asia shares extended their rally on Tuesday as factory activity surveys from China and the United States boosted investor confidence, triggering the largest one-day sell-off in the U.S. Treasury market in nearly three months
https:www.foxnews.comentertainmentmsnbcs-ocasio-cortez-town-hall-falls-flat-loses-to-tucker	FOX	entertainment	MSNBC's Ocasio-Cortez Town Hall falls flat, loses to Tucker Carlson in ratings	MSNBC’s Town Hall featuring Rep. Alexandria Ocasio-Cortez, D-N.Y., fell flat in the ratings Friday evening, trailing far behind Fox News’ “Tucker Carlson Tonight."
https:www.foxnews.comentertainmentmodern-family-star-hints-at-final-season-details-says-he-knew-meghan-markle-on-married-with-children-set	FOX	entertainment	'Modern Family' star hints at final season details, says he knew Meghan Markle on 'Married... with Children' set	“Modern Family” actor Ed O’Neill hinted the final season of the hit sitcom could involve a trip to South America.
httpswwwreuterscomarticleususaelectionfundraisingdemocratichopefulharrisraises12millionbuttigiegpullsin7millionidUSKCN1RD2BKfeedTypeRSS&feedNamedomesticNews	Reuters	domesticNews	Democratic hopeful Harris raises $12 million, Buttigieg pulls in $7 million	Candidates vying for the Democratic nomination to be U.S. president began on Monday to disclose how much cash they were able to raise in the first quarter of the year - an early test of their ability to organize and build support
httpswwwcnncomvideoscrime20140506origjagdeathpenaltycnn	CNN	e	The death penalty in America	More than 14,000 people have been executed in the United States since 1800
httpswwwcnncomvideospolitics20190320justiceclarencethomasrarequestionjuryselectionsotnrvpxcnn	CNN	tics	Rare question from Justice Thomas in jury selection case	Several members of the Supreme Court expressed concern over allegations of racial bias in the jury selection system on Wednesday in a case concerning a Mississippi death row inmate who was tried six times for murder. The case even prompted Justice Clarence Thomas, who rarely speaks during oral arguments, to ask a question. CNN's Ariane de Vogue has the details
httpswwwcnncom20190328politicssupremecourtbumpstocksbanindexhtml	CNN	politics	Supreme Court denies request to halt bump stock ban	The Supreme Court denied a request Thursday to put the Trump administration's rule banning bump stocks on hold while legal challenges play out in lower courts
httpswwwreuterscomarticleususaimmigrationtrumpcongressseniorushouserepublicanquestionstrumpplantocutcentralamericanaididUSKCN1RD31UfeedTypeRSS&feedNameworldNews	Reuters	worldNews	Senior U.S. House Republican questions Trump plan to cut Central American aid	The top Republican on the U.S. House of Representatives Foreign Affairs Committee said on Monday that cutting aid to El Salvador, Guatemala and Honduras would make the situation there worse, not better, a sign that President Donald Trump will face bipartisan objections in Congress as he pursues the plan
httpswwwreuterscomarticleussingaporepoliticsfakenewsfacebookrightsgroupshitoutatsingaporesfakenewsbillidUSKCN1RD279feedTypeRSS&feedNameworldNews	Reuters	worldNews	Facebook, rights groups hit out at Singapore's fake news bill	Singapore submitted wide-ranging fake news legislation in parliament on Monday, stoking fears from internet firms and human rights groups that it may give the government too much power and hinder freedom of speech
https:www.usatoday.comstorynewspolitics20190401ducey-does-not-support-president-donald-trump-threat-shut-down-us-mexico-border3338303002	USAToday	topstories	Arizona Gov. Doug Ducey doesn&apos;t support U.S.-Mexico border shutdown, as Trump has threatened	Gov. Doug Ducey said he doesn&apos;t support shutting down the U.S.-Mexico border, saying that Mexico is Arizona&apos;s "No. 1 trading partner, times four.
httpswwwcnncom20190401politicskamalaharrisraised12millionindexhtml	CNN	politics	Kamala Harris pulled in $12 million for presidential bid, campaign says	Sen. Kamala Harris raised a solid $12 million for her presidential campaign during the first fundraising quarter of the 2020 campaign season, her aides announced Monday night
httpswwwreuterscomarticleglobalmetalsmetalscoppereasesamidrisingdollarperumineofferidUSL3N21K0F5feedTypeRSS&feedNamecompanyNews	Reuters	companyNews	METALS-Copper eases amid rising dollar, Peru mine offer	Copper and most other base
metals fell on Tuesday as the U.S. dollar edged higher and as
supply concerns from a copper mine in Peru eased slightly
httpswwwreuterscomarticleethiopiaairplanefaaupdate4boeingtosubmit737maxsoftwareupgradeinthecomingweeksidUSL1N21J1EEfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	UPDATE 4-Boeing to submit 737 MAX software upgrade 'in the coming weeks'	Boeing Co
said on Monday it planned to submit a proposed software
enhancement package for the grounded 737 MAX in "the coming
weeks" after the company had previously said it planned to
deliver the fix for government approval by last week
httpswwwcnncom20190401opinionsjoebidenislosinghisglowjonesindexhtml	CNN	opinions	Joe Biden is losing his glow	Joe Biden has problems
httpswwwcnncom20190330asiadalailamatibetchinaintlindexhtml	CNN	asia	60 years after exile, Tibetans face a fight for survival in a post-Dalai Lama world	The Dalai Lama describes it as "freedom in exile," but it's a "freedom" which has lasted longer than he likely ever dreamed about
httpswwwcnncom20190401healthjapanpregnancyweightgainintlindexhtml	CNN	health	Many Japanese moms-to-be don't gain enough weight, and experts say that could cause lasting problems	Pregnant women who don't gain enough weight may deliver babies who are too small, leading to difficulties breastfeeding, increased risk of illnesses and trouble meeting developmental milestones. Japan's official recommendations on how much pregnant women should gain differ dramatically from those of the United States, and the differing guidelines have a tangible impact
httpswwwcnncom20190330usalexjonespsychosissandyhookindexhtml	CNN	us	Alex Jones says 'form of psychosis' made him believe events like Sandy Hook massacre were staged	Right-wing conspiracy theorist Alex Jones said it was a "form of psychosis" that caused him to believe certain events --- like the Sandy Hook massacre -- were staged
httpswwwcnncomstylearticledavidmcmillanchernobylindexhtml	CNN	le	Inside the Chernobyl Exclusion Zone 	When photographer David McMillan first visited the city of Pripyat in 1994, he expected his movements to be restricted. Just eight years prior, a reactor at the nearby Chernobyl Nuclear Power Plant had exploded, forcing a region-wide evacuation and sending radioactive fallout billowing across Europe
https:www.usatoday.comstorysportsnhl20190401carrick-scores-late-as-devils-beat-rangers-avoid-sweep39287063	USAToday	newstopstories	Carrick scores late as Devils beat Rangers, avoid sweep	Defenseman Connor Carrick scored with 4:10 left and the New Jersey Devils beat the New York Rangers 4-2 on Monday night to avoid being swept in their season series by their longtime rival
https:www.usatoday.comstorysportsnba20190401green-scores-season-high-29-as-raptors-beat-magic-121-10939287059	USAToday	newstopstories	Green scores season-high 29 as Raptors beat Magic 121-109	Danny Green hits seven 3-pointers, scores season-high 29 points as Raptors rally from 11-point deficit to beat Magic 121-109, clinch sixth Atlantic Division title
https:www.usatoday.comstorysportsmlbyankees20190401miguel-andujar-injured-list-new-york-yankees-injuries-mount3338331002	USAToday	newstopstories	Miguel Andujar heads to Yankees&apos; injured list, season-ending surgery could be in play	The New York Yankees have lost another key player to injury, as Miguel Andujar lands on the injured list. The news could get worse in two weeks
https:www.usatoday.comstorysportsnfl20190401raiders-re-sign-cornerback-daryl-worley-for-2019-season39287017	USAToday	newstopstories	Raiders re-sign cornerback Daryl Worley for 2019 season	Cornerback Daryl Worley signed his second-round restricted free agent tender with the Oakland Raiders for $3.095 millio
https:www.usatoday.comstorysportsmlb20190401german-steadies-yanks-with-3-1-win-over-punchless-tigers39286961	USAToday	newstopstories	German steadies Yanks with 3-1 win over punchless Tigers	Domingo German overcame control problems on a chilly night to win for the first time since last June, Gary Sanchez and Brett Gardner homered and the banged-up New York Yankees beat the punchless Detroit Tigers 3-
httpswwwreuterscomarticleususaelectionfundraisingdemocratichopefulharrisraises12millionbuttigiegpullsin7millionidUSKCN1RD2BKfeedTypeRSS&feedNamepoliticsNews	Reuters	politicsNews	Democratic hopeful Harris raises $12 million, Buttigieg pulls in $7 million	Candidates vying for the Democratic nomination to be U.S. president began on Monday to disclose how much cash they were able to raise in the first quarter of the year - an early test of their ability to organize and build support
httpswwwreuterscomarticleussingaporepoliticsfakenewsfacebookrightsgroupshitoutatsingaporesfakenewsbillidUSKCN1RD279feedTypeRSS&feedNametechnologyNews	Reuters	technologyNews	Facebook, rights groups hit out at Singapore's fake news bill	Singapore submitted wide-ranging fake news legislation in parliament on Monday, stoking fears from internet firms and human rights groups that it may give the government too much power and hinder freedom of speech
https:www.foxnews.comustennessee-bill-would-allow-adoption-groups-to-turn-away-gays	FOX		Tennessee bill would allow adoption groups to turn away gays	Tennessee lawmakers are working to become the latest state to ensure faith-based adoption agencies can refuse to place children with gay parents and other families because of their religious beliefs with facing any penalties
https:www.usatoday.comstorylifepeople20190401nipsey-hussle-autopsy-results-his-anti-gang-efforts-highlighted3337986002	USAToday	newstopstories	Nipsey Hussle autopsy revealed; rapper&apos;s anti-gang confab with police to go forward	A confab Hussle requested with the LA Police Commission&nbsp;on how to stop gang violence, intended for Monday,&nbsp;is being rescheduled in the rapper&apos;s hono
https:www.usatoday.comvideostravelexperiencefood-and-wine20190401these-americas-favorite-restaurants-survey-says3334752002	USAToday	newstopstories	And America&rsquo;s favorite restaurants are ...	Where do you want to eat? That seems to be the burning question that&rsquo;s on some of our minds almost daily
https:www.usatoday.comstorysportsnba20190401pacers-use-size-to-pull-off-big-111-102-win-over-pistons39286951	USAToday	newstopstories	Pacers use size to pull off big 111-102 win over Pistons	Thaddeus Young scored 19 points and Domantas Sabonis added 18 points and 12 rebounds to help the Indiana Pacers snap a three-game losing streak with a 111-102 victory over Detroi
httpswwwcnncomvideosjustice20150812deathpenaltyexecutionmethodsorigmgcnn	CNN	ice	How executions go wrong	CNN's Alexandra Field looks at the most common forms of execution used in the U.S. and how they can go wrong
https:www.usatoday.comstorysportsmlb20190401lowe-kiermaier-homer-streaking-rays-beat-rockies-7-139287117	USAToday	newstopstories	Lowe, Kiermaier homer, streaking Rays beat Rockies 7-1	Lowe and Kiermaier homer, combine to drive in 6 to help Rays beat Rockies 7-1 for 4th straight wi
https:www.usatoday.comstorysportsnhl20190401tavares-scores-maple-leafs-edge-isles-2-1-to-clinch-berth39287093	USAToday	newstopstories	Tavares scores, Maple Leafs edge Isles 2-1 to clinch berth	John Tavares scored against his former team and the Toronto Maple Leafs clinched a playoff berth with a 2-1 victory over the New York Islander
https:www.usatoday.comstorysportsnba20190401celtics-spoil-wades-final-garden-visit-beat-heat-110-10539287091	USAToday	newstopstories	Celtics spoil Wade&apos;s final Garden visit, beat Heat 110-105	Kyrie Irving had 25 points, including a pair of late free throws, and the Boston Celtics held off the Miami Heat 110-105 on Monday nigh
https:www.usatoday.comstorysportsmlb20190401os-bullpen-loses-hess-no-hit-bid-in-win-vs-blue-jays39287131	USAToday	newstopstories	O&apos;s bullpen loses Hess&apos; no-hit bid in win vs Blue Jays	David Hess was pulled after 6 1/3 hitless innings, but the Baltimore Orioles bullpen couldn&apos;t see the bid through in a 6-5 win over the Toronto Blue Jay
https:www.foxnews.compoliticsimpeachment-on-the-table-for-some-democrats-but-not-all-democrats	FOX		Reporter's Notebook: Impeachment on the table for some Democrats, but not all Democrats	Impeachment is on the table -- but it may just depend about whose table you’re talking about
https:www.usatoday.comstorylifetv20190402american-idol-laci-kaye-booth-puts-country-twist-cheap-trick3336899002	USAToday	newstopstories	&apos;American Idol&apos; contestant turns Cheap Trick song into mesmerizing country ballad	"American Idol" finalist Laci Kaye Booth put a spell on the judges with her slowed-down take on Cheap Trick&apos;s "I Want You to Want Me.
https:www.usatoday.comstorylifetv20190401the-voice-adam-levine-john-legend-battle-over-big-double-steal3336859002	USAToday	newstopstories	&apos;The Voice&apos; Battle Rounds: Adam Levine and John Legend duke it out over this double steal	The gloves are off and "The Voice" contestants&nbsp;are coming out swinging during the Battle Rounds
https:www.usatoday.comstorysportsnhl20190401trocheck-barkov-lead-panthers-past-capitals-5-339287183	USAToday	newstopstories	Trocheck, Barkov lead Panthers past Capitals 5-3	Vincent Trocheck scored two goals, including his 100th in the NHL, and the Florida Panthers withstood a late surge to beat the Washington Capitals 5-
https:www.usatoday.comstorysportsncaab20190401collins-scores-23-to-carry-south-florida-past-depaul-in-cbi39287167	USAToday	newstopstories	Collins scores 23 to carry South Florida past DePaul in CBI	David Collins scores 23 points as South Florida narrowly beats DePaul 63-61 in the first game of the best-of-three College Basketball Invitational championshi
https:www.usatoday.comstorysportsmlb20190401yelich-homer-streak-snapped-but-brewers-beat-reds-4-339287163	USAToday	newstopstories	Yelich homer streak snapped, but Brewers beat Reds 4-3	Christian Yelich failed to homer for the first time this season, ending his record-tying streak, but he doubled in the ninth as the Milwaukee Brewers rallied for a 4-3 victory over the Cincinnati Reds before the smallest crowd in Great American..
https:www.usatoday.comstorysportsnba20190401knicks-beat-bulls-113-105-to-snap-six-game-losing-streak39287147	USAToday	newstopstories	Knicks beat Bulls 113-105 to snap six-game losing streak	Luke Kornet scored a career-high 24 points and the New York Knicks snapped a six-game losing streak with a 113-105 victory over the Chicago Bull
https:www.usatoday.comstorymoney20190401trump-shutdown-mexico-border-produce-sales3338165002	USAToday	topstories	Want your avocados, tomatoes and berries? Trump shutdown of Mexico border could cause shortages	Consumers would see the biggest impact at the produce section, which imports nearly $14 billion of fruits and vegetables from Mexico annually
https:www.usatoday.comstorysportsmlb20190401alonso-hits-1st-career-hr-to-help-mets-beat-marlins-7-339287211	USAToday	newstopstories	Alonso hits 1st career HR to help Mets beat Marlins 7-3	Rookie slugger Pete Alonso hit his first major league homer, a three-run shot to cap a four-run ninth inning, and the New York Mets overcame 16 strikeouts by their hitters to rally past the Miami Marlins 7-
https:www.usatoday.comstorysportsnhl20190401lightning-top-sens-become-3rd-team-to-reach-60-win-mark39287199	USAToday	newstopstories	Lightning top Sens, become 3rd team to reach 60-win mark	Yanni Gourde had two goals and an assist and the Tampa Bay Lightning became just the third team in NHL history to win 60 games in a season with a 5-2 victory over the Ottawa Senator
httpswwwreuterscomarticlehyundaimotorprobecorrectedupdate2ustoprobethousandsoffiresconnectedtokiahyundaivehiclesidUSL1N21J0PZfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	CORRECTED-UPDATE 2-U.S. to probe thousands of fires connected to Kia, Hyundai vehicles	The top U.S. auto safety
regulator said on Monday it will open an investigation into 3
million Hyundai Motor Co and Kia Motors Corp
vehicles after reviewing reports of more than 3,000
fires that injured over 100 people
httpswwwreuterscomarticlejapanstocksmiddaynikkeirisesto1monthhighsupportedbyfinancialsidUSL3N21K0KRfeedTypeRSS&feedNamecompanyNews	Reuters	companyNews	Nikkei rises to 1-month high supported by financials	Japan's Nikkei rose to a
one-month high on Tuesday morning as upbeat factory data from
the United States boosted risk appetite, while financial stocks
rose after U.S. yields gained
https:www.foxnews.compoliticsbiden-accuser-lucy-flores-says-shed-vote-for-him-over-trump-despite-misconduct-claims	FOX		Biden accuser Lucy Flores says she'd vote for him over Trump despite misconduct claims	Lucy Flores, the Democrat and former candidate for lieutenant governor in Nevada, said she would support former Vice President Joe Biden over President Trump when asked who would get her vote in 2020 -- even though she's accused Biden of touching her inappropriately
https:www.foxnews.comusman-convicted-of-killing-woman-out-running-in-nyc-park	FOX		Man convicted of killing woman out running in NYC park	A man has been convicted of killing a woman out running near her New York City home, in a case that stirred urban fears
https:www.usatoday.comstorynewsnation20190401georgia-boy-dies-heart-attack-baseball-team-photos3338148002	USAToday	newstopstories	6-year-old Georgia boy dies of heart attack while taking photos with his baseball team	Brantley Chandler was born with a rare congenital heart defect called Hypoplastic Left Heart Syndrome, according to his family
